series,name,code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Military expenditure (% of GDP),Post-demographic dividend,PST,6.596640916,6.559099083,6.632969224,6.230781987,5.731230165,5.399581032,5.826240183,6.283358549,6.128719759,5.650700079,4.966681616,4.433294892,4.172034986,3.733124149,3.733541681,3.634909087,3.444997885,3.412317702,3.267709228,3.271013216,3.350136712,3.595033541,4.136894593,3.964313894,3.947090599,4.045874923,3.831722179,3.616072445,3.344132302,3.272344229,3.125757239,2.857198887,2.829931219,2.666122954,2.489594517,2.299471828,2.238934214,2.218877799,2.168732008,2.109877981,2.106101594,2.137089314,2.272133424,2.3731319,2.396989738,2.418247228,2.395602194,2.368804672,2.478035487,2.709380019,2.670244252,2.575731405,2.484069212,2.343195786,2.232082972,2.220522332,2.227313457,..
Military expenditure (% of GDP),Pre-demographic dividend,PRE,..,..,..,1.731240449,2.241712011,1.604419563,1.418828911,2.541504632,4.127034972,5.441254378,4.252335286,3.899275353,4.170237217,4.174874994,4.53179681,5.635343308,4.850429923,4.808886481,4.310566131,3.836815198,3.43303823,4.087983211,2.026930134,..,..,2.804062925,2.866810537,2.986544256,..,..,..,2.197147866,1.869511789,2.750235869,1.699127638,1.513128375,1.322243436,1.434715779,1.59336438,2.534308945,1.786747094,1.905890654,1.902268992,1.622927973,1.762989619,1.733880429,1.758105423,1.863024183,2.101572162,2.340604321,1.630873246,1.566120606,1.417057892,1.797417737,1.713615384,1.910068804,1.644773897,..
Military expenditure (% of GDP),Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.877475739,12.2326894,19.31433552,13.99583746,13.04908989,24.84641586,..,15.8895331,16.27235029,13.07757453,10.74387897,13.01125479,..,..,..,..,..,..,..,..,..,..,3.929969922,3.33399484,2.433859686,1.993016269,1.75049975,1.959834845,2.010496135,1.992213177,1.499938977,..,..,..,..,..,..,..
Military expenditure (% of GDP),Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.201378868,2.040142975,1.985169767,1.90662909,4.298470948,4.445504412,3.914329665,4.205367561,4.7975,4.547150017,4.773356323,4.247661381,2.740594336,3.114728471,2.610785325,2.352684608,2.998937292,2.987822717,2.640259267,2.498914184,2.420745188,2.287296075,2.088487134,2.007657561,1.981935276,1.822571075,1.52016256,1.441220987,1.329068947,1.241812081,1.283903017,1.224996737,1.280365547,1.349141861,1.450484348,1.474772074,..
Military expenditure (% of GDP),Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.755391899,4.490700251,4.859598854,4.066573329,4.036457815,4.340747065,2.936226042,3.302102339,3.553192072,3.810322465,4.040201724,3.944191242,3.546110483,3.578058264,3.486889246,3.349605233,3.3828446,4.214810654,3.850718551,3.423445632,3.685969585,3.84623299,4.104184364,4.862757027,5.398190408,..
Military expenditure (% of GDP),Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,..,3.221311607,2.52440712,1.629713825,1.614675983,2.15133336,1.589142316,1.769782669,1.877025657,2.038486644,2.002168633,1.893958004,1.603911692,1.588388829,1.794069556,1.672976279,1.528968515,1.730648588,3.730423964,5.510231236,4.365168499,4.536391425,3.437876929,4.363953944,5.328580206,4.173383453,4.377917106,4.448169383,3.534986051,3.396812701,3.047404063,2.44836272,1.972811671,1.743055556,1.730879816,1.453154876,1.392024078,1.39938938,1.290515791,1.161239415,1.090720961,1.082065328,1.134412733,1.25363499,1.208718646,..
Military expenditure (% of GDP),Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Saudi Arabia,SAU,..,..,..,..,..,..,..,..,8.087025865,9.570990079,8.769319778,8.173837516,9.629019373,10.473973,..,..,..,15.6151896,16.69946605,15.74913949,12.5954317,13.23987314,17.6818938,16.93189151,18.95160334,16.99520087,..,16.89646684,15.15192773,13.39027908,13.92269423,12.38609759,11.21964592,12.38882771,10.57799919,9.221159854,8.419014536,10.93665869,14.21327147,11.32843457,10.53440331,11.41900489,9.758063801,8.687118464,8.08155971,7.730601387,7.848367436,8.527052713,7.3534376,9.617199992,8.565679024,7.230054406,7.676602968,8.97612775,10.67790876,13.37704422,9.849786448,..
Military expenditure (% of GDP),Senegal,SEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.925329402,2.754629851,2.733690144,2.349833571,2.545516142,2.407541231,2.193180883,2.040078775,1.981296301,2.11204207,2.027297052,2.067922896,1.958526091,1.82806074,2.112023039,1.706046295,1.658546303,1.574762916,1.515255096,1.492758332,1.521856593,1.33262593,1.412401688,1.394137466,1.412117206,1.339174657,1.428775771,1.587345929,1.708594044,1.620084801,1.681254317,1.514290542,1.601387684,1.383280622,1.594565387,1.569977807,1.57490791,1.729895196,..
Military expenditure (% of GDP),Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.511285895,3.786504467,3.511897979,4.005947435,5.153942941,4.027571198,4.209954106,3.447908471,2.973161564,2.397915416,2.303524901,2.411469982,2.256683381,2.286168443,2.2106734,2.124010495,2.095174653,2.020687527,2.065939697,1.948723272,1.854184564,..
Military expenditure (% of GDP),Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.290812516,4.696810375,4.541880761,4.28007362,4.276583382,4.026231508,4.424018989,4.7271745,2.732529728,2.443685452,2.280897484,2.095832333,2.024738479,1.732921001,1.780188084,1.679332821,1.778265522,1.677375471,1.734316375,1.897640245,1.602352364,1.413430031,1.468380017,1.150213185,1.020913899,0.737941051,0.817459836,0.874935666,0.975609756,2.172834059,1.210350584,1.2872616,..
Military expenditure (% of GDP),Sierra Leone,SLE,..,0.687015409,0.675282515,0.721633253,0.738344825,0.697312037,0.676360925,0.826603325,0.805796496,0.806870733,0.917658011,0.898734972,0.909923235,0.873112108,1.04533887,0.960701449,1.01204836,1.021278914,0.844996774,0.972218598,1.445261791,1.416189444,1.090682456,1.028729812,0.912254992,0.733104205,1.474391481,0.694642237,0.854102915,1.542900192,1.906775354,2.971831414,3.921187546,3.035519057,2.905679795,2.873796565,1.974368615,1.116251982,..,..,3.665982115,2.770887768,2.190012574,2.075801007,1.604345851,1.44682161,1.486514491,1.347090999,0.943767272,1.060470422,0.957815099,0.86578646,0.782746605,0.643958048,0.973257612,0.923433703,0.799577546,..
Military expenditure (% of GDP),Singapore,SGP,..,..,..,..,..,..,..,..,..,..,5.399081007,5.641703123,5.085807944,4.704630993,4.294172251,4.649256993,5.044361048,5.677161694,5.19523729,4.652015519,4.636861356,4.741355163,4.651190175,4.071468568,4.698815405,5.656612915,5.442511559,4.870611505,4.547865263,4.492898256,4.632144473,4.448356673,4.471368646,4.091764934,3.791435128,4.178797884,4.253314039,4.450036477,5.211052961,5.207353988,4.518886294,4.826249999,4.924986287,4.869647648,4.416805051,4.288125843,3.94502523,3.621781472,3.87778862,3.917611789,3.429849321,3.23735248,3.171854345,3.089372195,3.114213504,3.164783779,3.354482722,..
Military expenditure (% of GDP),Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.940643186,1.885388292,3.154561633,2.973830022,2.282965319,1.743920926,1.573511813,1.655312382,1.84316099,1.77602684,1.841111076,1.652006017,1.681440946,1.596512608,1.480955606,1.461492597,1.518202949,1.271137131,1.084567908,1.092106787,0.982878857,0.988332044,1.126793511,1.153363226,..
Military expenditure (% of GDP),Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.573041773,1.536360659,1.401365551,1.361186747,1.211305199,1.093166277,1.300482474,1.387618577,1.403798337,1.430651942,1.414704326,1.538026104,1.439666274,1.491916327,1.590048052,1.608054901,1.29785369,1.172521752,1.053163405,0.97424215,0.930145096,0.904128608,..
Military expenditure (% of GDP),Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.358542254,2.261240956,1.989218764,1.842346769,1.744689767,1.800510949,1.815442595,1.958525528,1.68532094,..,..,..,..,..,..,..
Military expenditure (% of GDP),Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Somalia,SOM,..,0.230825431,0.254505423,0.290174204,0.330588588,0.296972836,0.35356832,0.387884414,0.407226563,0.419678053,0.495970228,0.482989653,0.453561503,0.505510524,0.727050366,0.516223938,0.517533034,0.460755677,0.994988613,0.974661188,0.549735198,0.607709726,0.288266515,0.239324526,0.143127647,0.0507097,0.028948241,0.016956211,0.017435718,0.001529992,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.52508E-05,5.27552E-05,3.53636E-05,3.29489E-05,..
Military expenditure (% of GDP),South Africa,ZAF,0.924043615,1.426690079,2.191103789,2.005645521,2.618083671,2.553730237,2.626062323,2.708058124,2.683522887,2.536292341,2.268926725,2.389465722,2.305396516,2.570093458,2.994802079,3.756297453,4.582299161,5.101275849,4.424501144,3.748532108,3.207588042,3.524662302,3.499876693,3.492144984,3.581600996,3.583796592,3.699388809,4.059853942,4.479136338,4.222815583,3.777038576,3.125977005,2.733221621,2.423020661,2.489102901,2.117864047,1.755878798,1.582133557,1.383166723,1.272052931,1.387289131,1.483161018,1.529309559,1.468811238,1.355728578,1.38376969,1.290746983,1.177517253,1.145843314,1.214002043,1.115808251,1.103257676,1.132793112,1.123274262,1.10972546,1.090158698,1.070506254,..
Military expenditure (% of GDP),South Asia,SAS,2.178160828,2.206792606,2.710813607,3.783325998,3.628426255,3.888931,3.878731035,3.374309809,3.362396856,3.310557857,3.296744006,3.795554849,3.843027196,2.928480497,2.923814771,3.081805674,3.273198132,3.064070677,3.026040006,3.125898109,3.042449211,3.122546206,3.350409766,3.363759414,3.42835483,3.556010473,3.960794671,4.073148143,3.867985301,3.666593741,3.436601463,3.364428463,3.220346204,3.340633971,3.127871768,3.106955183,2.940749158,2.986418566,3.019588592,3.149230082,3.072244528,3.020483461,2.939564283,2.810964107,2.928966095,2.855263521,2.634104588,2.474080996,2.650573838,2.903270876,2.750289071,2.628302897,2.531758809,2.468297907,2.494587503,2.439461475,2.488075274,..
Military expenditure (% of GDP),South Asia (IDA & IBRD),TSA,2.178160828,2.206792606,2.710813607,3.783325998,3.628426255,3.888931,3.878731035,3.374309809,3.362396856,3.310557857,3.296744006,3.795554849,3.843027196,2.928480497,2.923814771,3.081805674,3.273198132,3.064070677,3.026040006,3.125898109,3.042449211,3.122546206,3.350409766,3.363759414,3.42835483,3.556010473,3.960794671,4.073148143,3.867985301,3.666593741,3.436601463,3.364428463,3.220346204,3.340633971,3.127871768,3.106955183,2.940749158,2.986418566,3.019588592,3.149230082,3.072244528,3.020483461,2.939564283,2.810964107,2.928966095,2.855263521,2.634104588,2.474080996,2.650573838,2.903270876,2.750289071,2.628302897,2.531758809,2.468297907,2.494587503,2.439461475,2.488075274,..
Military expenditure (% of GDP),South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.761377614,4.968497805,4.140689655,5.905212321,9.530752801,7.406924383,9.799105475,12.77737537,..,..
Military expenditure (% of GDP),Spain,ESP,1.928737676,1.730109838,1.913378569,1.659352583,1.812324449,1.774957202,1.953070737,1.725013022,2.124674225,2.235685673,2.101586389,1.937174697,2.129994603,1.939539808,2.028862802,1.841932432,2.133076084,2.126658441,2.166890457,2.294798686,2.373118553,2.460944955,2.535497269,2.798536329,2.826871919,2.816115658,2.501881915,2.492030841,2.372566113,2.248977949,2.185699781,2.029306152,1.946975184,1.917478855,1.907448464,1.866390036,1.761875195,1.675831823,1.67464019,1.755234589,1.725517988,1.632996821,1.456486691,1.420409174,1.426928792,1.382394156,1.364365549,1.356462347,1.359431118,1.346106582,1.376820068,1.323557685,1.411704005,1.266138113,1.247615193,1.246946754,1.203999564,..
Military expenditure (% of GDP),Sri Lanka,LKA,1.18164208,1.183272727,1.082855093,0.897791926,0.851725908,0.852610094,0.872915917,0.84513666,0.794457921,0.807396323,0.916642272,1.362633452,1.185807044,0.874809824,0.79508645,0.80358957,0.659239148,0.684373884,0.803000117,0.834462748,0.765779308,0.626798424,0.544740926,0.889137425,0.922430502,3.160769823,2.696658012,3.393146709,2.371183249,1.798595424,2.328487433,3.082087849,3.367639901,3.431785654,3.729338058,5.861132243,5.519783161,4.630607275,4.643482327,4.030152907,5.033888979,4.286989181,3.45701489,2.868911827,2.997358479,2.639533395,2.798773599,3.260608357,3.712169683,3.618663853,2.70074784,2.683158092,2.155199759,2.154048243,2.412646779,2.551988528,2.442440762,..
Military expenditure (% of GDP),St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Sub-Saharan Africa,SSF,..,..,..,1.381789967,1.873433456,1.933836708,1.898762986,2.549354965,2.891403273,3.492803184,2.961415119,2.620134921,2.817077872,2.856409531,2.939100791,4.055468908,3.876128648,4.024596184,3.668010199,3.302408752,2.858041877,2.806299894,2.750823855,2.861073447,2.858312312,3.155977892,3.253534457,3.493457673,3.760385642,3.85611885,3.465431882,2.752788464,2.37249666,2.55515322,2.16234566,1.898512115,1.599442281,1.609467657,1.701804794,2.131985353,1.841351104,1.854627251,1.97664774,1.637277013,1.647433556,1.56776949,1.557661716,1.546751806,1.729600643,1.835092222,1.325289624,1.303144244,1.263039944,1.361482243,1.37393614,1.288271488,1.256184143,..
Military expenditure (% of GDP),Sub-Saharan Africa (excluding high income),SSA,..,..,..,1.381789967,1.873433456,1.933836708,1.898762986,2.549354965,2.891403273,3.492803184,2.961415119,2.620134921,2.817077872,2.856409531,2.939100791,4.055468908,3.876128648,4.024596184,3.668010199,3.302408752,2.858041877,2.806299894,2.750823855,2.861073447,2.858312312,3.155037344,3.252193634,3.492462886,3.759851358,3.855649139,3.464707721,2.75067653,2.369045436,2.55486017,2.161846944,1.897870024,1.598679396,1.608785177,1.701743016,2.132683815,1.841643369,1.854780445,1.977276007,1.637126081,1.647064349,1.567721545,1.557852835,1.54684408,1.73014007,1.835799605,1.325742598,1.303513205,1.263335945,1.36182165,1.373263139,1.288342563,1.256154613,..
Military expenditure (% of GDP),Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,1.381789967,1.873433456,1.933836708,1.898762986,2.549354965,2.891403273,3.492803184,2.961415119,2.620134921,2.817077872,2.856409531,2.939100791,4.055468908,3.876128648,4.024596184,3.668010199,3.302408752,2.858041877,2.806299894,2.750823855,2.861073447,2.858312312,3.155977892,3.253534457,3.493457673,3.760385642,3.85611885,3.465431882,2.752788464,2.37249666,2.55515322,2.16234566,1.898512115,1.599442281,1.609467657,1.701804794,2.131985353,1.841351104,1.854627251,1.97664774,1.637277013,1.647433556,1.56776949,1.557661716,1.546751806,1.729600643,1.835092222,1.325289624,1.303144244,1.263039944,1.361482243,1.37393614,1.288271488,1.256184143,..
Military expenditure (% of GDP),Sudan,SDN,1.657317695,1.676843589,1.87027027,2.082890542,3.016135705,3.896387455,3.389437028,3.251742005,3.440602533,4.710088606,5.155203063,4.806726908,4.34883183,3.677088194,2.814653609,2.477075146,2.980227338,2.887561275,2.164135324,2.850895403,2.546973793,1.896870164,1.972101972,2.803947959,3.401585934,2.542245345,2.576247003,2.56615215,2.569712338,..,3.500995802,3.092055371,2.612631416,2.904863597,1.767786721,1.003273859,1.179076091,0.836659549,2.310689605,4.021869287,4.791175505,2.943904368,3.27361826,2.256054847,5.782335397,4.392071908,4.600086995,5.287860987,5.919935217,5.984030011,..,..,..,..,..,2.356516522,2.82927799,..
Military expenditure (% of GDP),Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Swaziland,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.772881997,2.424881837,2.471173249,2.423538888,2.166101018,2.06013363,2.113302085,1.843728581,1.841121495,1.634512326,1.429412259,1.260090256,1.252872237,1.275974002,1.384514469,1.632710072,1.748048617,1.81809083,1.693339482,1.65257857,1.494838566,1.631756447,1.670226715,1.407925568,1.274912625,1.280413378,1.452844805,1.541330906,1.871289724,1.77802236,1.783533043,2.023561015,2.12018175,2.298660666,2.212008114,1.878993102,1.88654754,1.858575968,1.828930274,1.808999318,..
Military expenditure (% of GDP),Sweden,SWE,3.549508116,3.497434729,3.633381103,3.682165628,3.589020027,3.630832607,3.584614547,3.357053672,3.228869391,3.214172627,2.977381993,3.022929221,3.021073529,2.906388756,2.850367938,2.731766175,2.662183212,2.749030021,2.790429539,2.768778047,2.706664748,2.729772451,2.642717544,2.539294209,2.478620563,2.484393937,2.411085588,2.477198632,2.409772434,2.34227039,2.389847545,2.300403641,2.289824928,2.386834348,2.279938524,2.169931226,2.153181248,1.967353403,1.923634524,1.900972986,1.843504212,1.720611913,1.649923965,1.602385258,1.444753602,1.418472892,1.327812987,1.309138798,1.172216664,1.178375975,1.205200918,1.123181599,1.147986322,1.12809089,1.142439114,1.081893206,1.034530042,..
Military expenditure (% of GDP),Switzerland,CHE,2.101218909,2.215763407,2.304113246,2.258139985,2.275643395,2.238098677,2.295103269,2.160456651,1.97378877,1.993219166,..,..,..,..,..,..,..,..,..,..,1.677846743,1.661482004,1.72613082,1.748267409,1.700979117,1.825205413,1.660679222,1.561196613,1.565306013,1.525195591,1.571800508,1.538308812,1.522400282,1.366075435,1.332407806,1.355812185,1.284334732,1.220945662,1.184318755,1.085402744,1.029280117,0.99188008,0.95638835,0.926630419,0.888925075,0.852623333,0.772549519,0.734436907,0.739302153,0.748964861,0.704958039,0.71097891,0.687404673,0.73098847,0.65043569,0.66555999,0.700023529,..
Military expenditure (% of GDP),Syrian Arab Republic,SYR,10.51917913,9.544982132,13.47002447,..,8.364491553,8.877956076,7.747174699,8.213958943,12.16488119,10.826169,11.22058972,8.436289553,10.77156305,15.06946328,12.66014468,15.94892406,14.72598537,14.50412775,14.7056053,15.9285669,17.24985308,14.5461202,15.55942297,14.63898217,17.68601314,16.5551176,14.44967683,11.21820927,7.853928991,7.972540548,6.868086819,10.42578732,8.990662756,7.238099842,7.36414273,6.949691317,6.041916055,5.882755113,5.808381118,5.810580496,5.339916248,5.256441186,5.213041082,6.248306821,5.541838676,5.026426577,4.394433936,4.100551782,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.395672334,3.442140695,1.944595268,1.021526559,1.289264707,2.066740696,1.713014226,1.392093152,1.203071077,1.153633685,2.094640665,2.238429573,2.172785162,..,..,..,1.016547358,0.95450469,0.952762566,1.093741167,0.999084702,..,1.128380097,1.219381177,..,..
Military expenditure (% of GDP),Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.447524831,2.382642998,2.04648408,2.181771985,2.10602696,1.379281568,1.294115754,1.627214037,1.555349473,1.543544868,1.436858367,1.325014953,1.325926462,1.451604644,1.302598581,1.07430688,0.994614644,0.823941318,0.792124011,0.773035719,0.708331843,0.768094083,0.908923798,0.916153061,0.926954971,1.000099681,1.052520913,1.133234241,1.142372645,..
Military expenditure (% of GDP),Thailand,THA,2.275657657,1.936076507,2.426903448,2.41502646,2.243061513,2.147827891,1.999171263,2.240791307,2.542989366,2.761681124,3.065298518,3.561440666,3.473838945,2.882372848,2.65553361,2.795417213,3.131601678,3.482032154,3.923955251,4.380613812,4.244454984,4.063162454,4.120369168,3.953358801,4.064438676,4.18911491,3.795338206,3.361378845,2.933493594,2.684664157,2.594256173,2.645030002,2.657419097,2.448835416,2.461853736,2.273782373,2.151525081,2.173922505,1.856368281,1.623797633,1.48823095,1.433787439,1.349949251,1.242127969,1.079806927,1.048229744,1.101160564,1.339696861,1.532688186,1.703756713,1.454807117,1.48670581,1.381405404,1.403304083,1.409466288,1.435959106,1.444674601,..
Military expenditure (% of GDP),Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.763690298,3.887282206,4.467673335,3.585865704,4.641573242,2.950469589,1.948742288,2.808310203,2.247021277,2.042189439,2.300591348,1.47040843,..
Military expenditure (% of GDP),Togo,TGO,..,0.258709587,0.540123268,0.792022417,2.036854306,1.795207402,1.337099522,1.340350842,1.358931779,1.283048053,1.437323436,1.460076601,1.527186234,1.69094958,1.444773921,1.800453553,2.297973004,2.715183209,2.758064531,2.522930974,2.179092048,2.34072663,2.256666693,2.141535369,2.18514978,2.476496234,2.828797003,3.475492756,3.125005766,3.094053012,3.116404543,2.86491845,2.901057897,4.065504158,2.584511494,2.35626633,..,..,..,..,..,..,..,1.722612252,1.637501906,1.571423399,..,..,1.802138786,1.742989973,1.791169765,1.571312502,1.627547539,1.774577155,1.853272802,1.711927533,1.864532104,..
Military expenditure (% of GDP),Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,0.670378223,0.675372177,0.754395571,0.961321233,0.841940908,0.683449056,0.420373516,0.438199271,0.504474173,0.489525807,0.514059119,0.591401262,0.592175598,0.502949765,..,..,..,..,..,..,..,..,..,..,..,0.484954116,0.489224439,..,..,..,..,..,..,0.158024768,0.216379463,0.29840942,0.571441701,0.611628774,0.629101508,0.576422482,0.499095199,0.722412047,0.645652235,0.574374355,0.656812338,0.798818795,0.721599887,0.879204588,1.078347921,..
Military expenditure (% of GDP),Tunisia,TUN,..,..,..,..,..,1.287718624,1.31747484,1.421052632,1.442684648,1.314235086,1.561672843,1.475261008,1.414519906,1.398419178,1.311538959,1.739979327,1.862390067,2.381495506,2.488022867,2.238193018,2.22002542,2.715040846,4.040046624,4.592367813,3.022269353,2.567573344,2.293167979,2.004903364,2.306999515,2.317021033,2.012814705,2.001862197,1.869281618,1.890472618,1.900239032,1.901852004,2.029234828,1.726422413,1.677978049,1.556081394,1.547906623,1.521112564,1.492641651,1.483887565,1.425901037,1.451601347,1.446313954,1.261011537,1.290624921,1.299653017,1.296656067,1.561274077,1.512343222,1.641778929,1.908775839,2.269650658,2.318529877,..
Military expenditure (% of GDP),Turkey,TUR,3.531571219,3.764542936,3.711083437,3.387339056,3.422465209,3.554418605,3.143981117,3.259574468,3.275555556,3.0793379,3.25648855,3.499793814,3.445520581,3.349450549,3.19302138,5.119453925,4.943027211,4.713623024,4.187306404,3.357258558,3.884296257,3.962371852,4.26783706,4.003638769,3.650681226,3.518969668,3.65705873,3.314958533,2.932106528,3.148811014,3.527703899,3.754382719,3.870608981,3.921403206,4.05136028,3.901651695,4.139699689,4.103671775,3.184500878,3.889017378,3.661094666,3.603457068,3.795926875,3.296047175,2.697983714,2.409370505,2.418669281,2.266971312,2.240844876,2.536591325,2.324125699,2.078543276,2.054760321,1.96325312,1.902457774,1.847055744,1.714214142,..
Military expenditure (% of GDP),Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.752293578,2.308742331,2.041758582,3.962264151,3.113969275,2.901874751,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
