series,name,code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Military expenditure (% of GDP),Honduras,HND,1.167883212,1.07523863,0.987749839,0.931253047,1.280087527,1.22874275,1.18192563,1.136933623,1.089981447,1.077844231,1.369294606,1.559507524,1.924034989,1.747945301,1.633639439,1.903914591,1.758160303,1.904761962,2.233739369,2.200755101,2.221356153,2.145770527,2.307559802,2.274943163,2.440494125,2.582772394,2.770119433,2.950030138,2.853745541,2.670795407,2.201483609,1.544685546,..,1.157829785,..,..,..,..,..,..,0.72992906,0.822610515,0.809187514,0.998264922,0.682692754,0.641478464,0.692430001,0.776007933,0.953978193,1.074910696,1.074457208,1.131309103,1.146018871,1.546423562,1.617042521,1.519583676,1.586869467,..
Military expenditure (% of GDP),"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.079378527,2.096888679,1.834170933,1.754867844,1.318451657,1.254341194,1.4717045,1.268114261,1.429605194,1.513100227,1.57012709,1.593773802,1.642621594,1.472723819,1.412028787,1.22300996,1.270258106,1.182210687,1.13008316,1.0317691,1.045637337,1.034186922,0.946673293,0.863415801,0.920425905,0.996876934,..
Military expenditure (% of GDP),IBRD only,IBD,..,2.061503445,2.183461474,2.595856148,2.479658769,2.736200111,2.569258298,2.614532272,2.691553385,2.738060004,2.927906339,3.031196055,2.849634494,2.635150508,3.093034166,3.597156662,3.710470514,3.652993014,3.421325153,2.86201529,2.675104101,2.976708231,3.032128831,3.080246543,2.896681132,3.024829866,3.090558201,3.055164008,2.91515163,2.760680205,2.505417317,2.217233338,2.477874512,2.287640361,2.247439077,2.197852688,2.120700516,2.111777781,1.966372944,2.023195702,1.958990125,2.053530995,2.107783725,2.066815666,2.007467414,1.989217606,1.965895708,1.927686995,1.947477451,2.136834509,1.98523946,1.891553515,1.930385771,1.96932765,1.988310541,2.034586223,2.022792866,..
Military expenditure (% of GDP),Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.174539347,0.149406193,0.13235265,0.122057346,..,..,..,..,..
Military expenditure (% of GDP),IDA & IBRD total,IBT,..,..,2.250235362,2.501047728,2.491453285,2.787221428,2.651291006,2.741619207,2.867012713,2.997916328,3.099342947,3.147039712,3.026616617,2.755861131,3.139269744,3.718223575,3.794379989,3.735045153,3.50505276,2.995976447,2.816008359,3.048723621,3.134869135,3.202956706,3.069727398,3.140349139,3.160927357,3.100307378,2.966909998,2.81127042,2.605246647,2.311667621,2.530222701,2.354149025,2.290444689,2.233572765,2.148363144,2.13401641,2.01127297,2.072516843,1.991038067,2.078624323,2.138290416,2.082682154,2.027441255,1.996837339,1.966910202,1.933402966,1.948503826,2.130280067,1.960203249,1.874090297,1.910680774,1.944211819,1.960648455,2.00740271,1.994963428,..
Military expenditure (% of GDP),IDA blend,IDB,2.938327245,2.797299231,2.613922587,2.511300234,2.722770403,3.77483934,4.158340981,4.94344287,5.634771332,7.01142586,5.070396179,4.940483932,5.321642357,4.915828414,4.408935404,6.42528738,5.2871758,5.519065123,5.190249161,4.70577258,3.94993802,3.586358712,3.795861962,4.165937054,4.056801657,3.89188782,4.15195852,4.204747369,4.256702482,4.052461944,3.910535213,4.033356531,3.910721843,4.292032937,3.756126589,3.465124374,3.214708112,3.033693795,3.286958529,3.049831445,2.537221101,2.637243037,2.908859637,2.453186389,2.402067166,2.174186688,1.904193613,1.849959773,1.842865283,1.90103465,1.431130144,1.44567193,1.450817234,1.398087696,1.362429119,1.487351225,1.683506965,..
Military expenditure (% of GDP),IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..,..,2.648603182,2.676855289,2.902529977,3.374589479,3.132003635,3.071554061,3.184313036,3.620150281,3.545312568,3.976196533,4.203313126,4.713954347,4.13457933,3.453173668,2.928536777,2.774256042,2.798949851,3.51468613,2.873497073,2.686443715,2.710839198,2.396941502,2.248106685,2.048704495,2.054166116,2.435162146,2.672903333,2.404530913,2.332345187,2.319071677,2.190387329,2.251035133,2.061209869,2.055258596,2.189745494,2.076629659,2.112244914,1.687670742,1.722846865,1.751882104,1.733369452,1.763438023,1.763143835,1.471762074,..
Military expenditure (% of GDP),IDA total,IDA,..,..,..,..,..,3.183600101,..,..,..,..,4.175512345,3.970824925,4.312476569,3.62441254,3.469710954,4.448733258,4.355439278,4.303573068,4.090226478,3.939732401,3.795275052,3.566455224,3.885432324,4.186287998,4.430089587,4.032504236,3.724286934,3.451862272,3.386046535,3.359834973,3.677019483,3.350026395,3.213854909,3.329289862,3.005493547,2.83456803,2.590705876,2.498158959,2.804307694,2.845695853,2.463027121,2.470478418,2.590802706,2.30561218,2.316799202,2.111665953,1.982357612,2.028351744,1.965693817,2.018368485,1.544668204,1.568168242,1.589475549,1.553129311,1.545191095,1.623090206,1.578571316,..
Military expenditure (% of GDP),India,IND,1.866014563,1.933365344,2.561201631,3.758056894,3.564984678,3.617987775,3.334696138,3.007577434,3.029682574,2.933036786,2.976088007,3.416742708,3.479326545,2.952314897,2.995121835,3.31112078,3.259160985,2.960440692,2.930081946,3.05914601,2.937503001,2.986054398,3.125041777,3.106347972,3.17678112,3.333858105,3.82972561,3.948813552,3.727479012,3.530421482,3.244671752,3.001038604,2.789484531,2.91190173,2.748061606,2.659174229,2.550150643,2.730590146,2.812659469,3.04973766,3.041213252,3.01595237,2.915330354,2.76157486,2.917274773,2.841119311,2.60588218,2.415943897,2.629998794,2.984045745,2.792192787,2.651497072,2.537345812,2.47272636,2.496770211,2.405128285,2.474853138,..
Military expenditure (% of GDP),Indonesia,IDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.541423723,3.279893506,3.213847034,3.011186113,2.970898133,2.836652738,2.739875544,2.914871806,2.855459839,2.372311384,2.216269506,2.117960656,2.037628056,1.666906924,1.511539199,1.401638497,1.428159898,1.36669267,1.384773632,1.149176546,1.189185005,1.151760346,1.187528163,1.406689923,0.957163665,0.761520999,0.64287299,0.537971054,0.657557598,0.854006251,0.888224647,0.705147473,0.672872874,0.727686344,0.594970702,0.575181489,0.617587092,0.653776703,0.711549473,0.918769839,0.777855178,0.886971133,0.876131751,..
Military expenditure (% of GDP),"Iran, Islamic Rep.",IRN,2.350004997,2.393083629,2.341524128,2.611535519,2.889405287,3.227201473,3.77183982,4.38128778,5.071146449,5.809313302,5.649764601,2.929770206,2.168350432,1.775719009,8.394695892,11.4085259,10.51605271,9.458703472,10.40633942,5.526368722,5.098475364,7.912184757,7.629300153,6.682102376,5.994210939,6.168692387,5.779327089,5.618482783,5.925748841,4.312361645,2.954204116,2.203337986,1.800588822,1.730420985,2.132212116,2.21610253,2.299675952,2.570874914,2.715955361,2.455130688,2.340065309,2.465876519,2.188888749,2.420837311,2.759170075,3.001404999,3.286334122,2.666873603,2.68760127,3.022264659,2.761421435,2.369733554,2.735274003,2.223894855,2.230100075,2.691357164,2.974692385,..
Military expenditure (% of GDP),Iraq,IRQ,7.050634204,6.851396774,6.910815629,8.250883475,7.913674574,..,..,..,10.06138231,12.50093093,12.22224593,11.03483607,11.19587441,12.81957305,12.41068541,11.81591727,9.919893191,10.12085624,8.358272766,6.271939251,5.573627043,10.63550397,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.675578078,2.242580305,1.897571722,2.239928025,2.367759824,2.899117588,2.70935228,2.30344022,1.899568366,3.315679825,2.950646564,5.346370529,3.634632462,..
Military expenditure (% of GDP),Ireland,IRL,1.330386743,1.320142085,1.290219976,1.242817134,1.303207865,1.326908055,1.234360458,1.187126848,1.132851299,1.099280371,1.15836844,1.243686484,1.328534708,1.312421957,1.406639824,1.625620901,1.614826693,1.524860329,1.482775188,1.581871597,1.664920792,1.580277984,1.590906106,1.492320896,1.412145762,1.415749792,1.422909366,1.28203364,1.199184775,1.105246278,1.203253061,1.253674605,1.203868198,1.13898829,1.108502072,1.014148491,0.989723022,0.923961616,0.824140125,0.751358157,0.695693766,0.703528362,0.634034443,0.587537722,0.568324548,0.540988771,0.512931731,0.508413366,0.575533694,0.59912908,0.574102722,0.544029391,0.513154592,0.499505597,0.462122507,0.343080758,0.327854813,..
Military expenditure (% of GDP),Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Israel,ISR,6.590340581,6.934044926,8.110889774,8.663807508,8.180794832,8.569153776,9.434673367,15.44251447,17.42801472,19.08931699,20.85797417,19.88653302,17.40936556,23.84624727,23.67992102,25.84940786,23.81727958,19.13110327,18.99090198,16.04123654,17.14144119,18.431594,16.21625938,13.72759336,14.45854672,14.56465691,12.86938873,14.64280299,14.97526606,12.15609313,12.26397705,15.49374511,10.85276698,11.51091234,10.05085442,8.826109861,8.660553297,8.401685767,7.848549221,7.344210649,7.077550682,7.290693385,8.258569135,8.451945597,8.136149262,7.592932844,7.431940899,6.712000933,6.530391961,6.739743151,6.232347013,5.875758785,5.729567226,5.76896719,5.870679603,5.603512056,5.65977916,..
Military expenditure (% of GDP),Italy,ITA,2.817594937,2.672268145,2.734395463,2.85857014,2.831486981,2.852472673,2.915280437,2.680173888,2.552623448,2.326912548,2.211150687,2.402465635,2.561456414,2.344950399,2.204674094,2.09471896,1.934834691,2.000864442,1.989325908,1.983730431,1.876143336,1.94015395,2.134466146,2.147082274,2.143001614,2.064501864,2.109411752,2.197388867,2.208005763,2.152989271,1.985424033,1.959288529,1.900106054,1.93761791,1.858587292,1.654840071,1.79085939,1.833926493,1.854012265,1.897744981,1.962863026,1.893308611,1.923548192,1.926714247,1.897038635,1.80966225,1.719822891,1.632443039,1.725085697,1.752901035,1.695590785,1.675091387,1.627382978,1.590802338,1.467303052,1.380119825,1.502661504,..
Military expenditure (% of GDP),Jamaica,JAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.925307852,0.941001284,..,..,..,1.50794249,1.627720624,1.385989227,1.059731817,0.891059819,0.853935446,0.770458547,0.807988123,0.929270667,0.840771383,0.776678755,1.334828464,0.910666706,0.692943596,0.607189804,0.640253877,0.734083919,0.544948341,0.511051526,0.486829877,0.509359166,0.585431531,0.581595977,0.535969813,0.527663378,0.608922707,0.652457793,0.953354274,0.947228334,0.874251531,0.925480537,0.92995924,0.899694205,0.872878756,0.83367804,0.822280032,..
Military expenditure (% of GDP),Japan,JPN,1.084595743,0.920152925,0.886310424,0.906299342,0.878366096,0.90311861,0.88274883,0.839402161,0.79685259,0.775484379,0.744795055,0.793814697,0.811494691,0.785043006,0.830368449,0.874018247,0.858861108,0.857927303,0.858510398,0.874025872,0.883132919,0.892727949,0.902203531,0.927446679,0.933395343,0.934363145,0.937688504,0.94031581,0.924926877,0.916231332,0.917216135,0.916271972,0.923567039,0.925857064,0.9228718,0.916876617,0.911247076,0.920437898,0.938594775,0.945248337,0.931136156,0.947079856,0.955834672,0.955673906,0.941607638,0.931581653,0.917197038,0.897626654,0.920247843,0.983777357,0.958851325,0.986806293,0.967427083,0.950865861,0.961910072,0.93523173,0.932758692,..
Military expenditure (% of GDP),Jordan,JOR,..,..,..,..,..,10.49253035,11.56382979,16.57801418,22.76696607,18.0088141,17.16287215,16.01981833,16.40625,15.96259271,13.63754213,13.259922,17.23955579,12.52896871,11.71737491,12.21374046,10.6456044,10.00897356,9.939996363,9.851113848,9.216107242,10.04787967,9.774678049,9.576825447,9.363475211,9.070837053,7.750830081,9.972954699,6.92397736,6.97682633,6.539234051,4.454253606,6.025805062,6.131329934,6.274688649,6.282759267,6.256625784,5.892738859,5.446014454,6.001059523,5.141721289,4.795322795,4.659326251,6.03392525,6.18205063,6.583940874,5.895420831,5.529730125,4.760654509,4.301173727,4.323210005,4.307483715,4.577906942,..
Military expenditure (% of GDP),Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.019607043,0.897350643,1.067847248,1.149355709,1.068090788,1.09619801,0.85298154,0.78464508,0.999817479,0.998337702,1.029927459,0.988239741,1.036322127,0.978995805,1.296876822,1.154668492,1.103033241,1.014415565,0.936513495,1.046906485,1.078084751,1.041692057,1.109721449,0.803046125,..
Military expenditure (% of GDP),Kenya,KEN,..,..,..,0.200951938,0.588730182,0.991863353,1.120461515,1.297137665,1.209343706,1.079965441,1.061712011,1.241458576,1.411108158,1.491517705,1.572782125,1.6595638,2.184748211,3.287811173,4.515228835,4.668054244,3.739565805,3.518446852,3.789442516,3.490291762,2.826564892,2.376214642,2.503826828,3.134058883,3.003362876,2.75991012,2.875017162,2.354278361,1.900769238,1.837767528,1.641425523,1.648143537,1.417954703,1.340636858,1.220122232,1.178021228,1.30326707,1.504428942,1.626853318,1.650096927,1.614182837,1.690688516,1.45517741,1.547912496,1.615850294,1.561448035,1.555137868,1.541418786,1.666388978,1.561891812,1.33296066,1.32302641,1.322678226,..
Military expenditure (% of GDP),Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),"Korea, Dem. People?s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),"Korea, Rep.",KOR,6.964457253,6.497596552,6.615456111,4.64829209,3.975175435,4.234586466,4.50336345,4.492636645,4.555822116,4.521081804,4.293688278,4.66023942,4.906333631,3.93579396,4.37822815,4.750073774,5.737795909,5.847637457,6.170298644,5.322962609,6.125970009,6.163328197,5.974470001,5.417039455,4.927070114,4.870494592,4.609181836,4.133774913,3.925776722,3.88825695,3.619400513,3.363652956,3.317995487,3.204076966,2.96732014,2.892332986,2.743479663,2.663387808,2.794442004,2.49257722,2.457317133,2.427877388,2.315474377,2.328664905,2.331064888,2.467282737,2.48836867,2.469638856,2.601476045,2.724770988,2.574250696,2.577345967,2.612982317,2.63127224,2.641911505,2.634772092,2.607138432,..
Military expenditure (% of GDP),Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.016302466,0.481600821,0.66176429,0.766482847,0.670248903,0.687138022,0.725311468,0.776091211,..,..
Military expenditure (% of GDP),Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,2.392088083,1.892459248,2.038934426,2.524780251,2.956989325,..,..,5.294596665,4.760453064,3.560045719,3.319984412,4.158435565,5.955926338,6.830017115,6.755316025,6.43416838,7.236474275,5.975938833,8.236333545,8.539948521,48.70741634,117.3876963,31.78580568,12.44070059,13.25880813,13.58146414,10.29238661,8.086677891,8.795892188,7.590712201,7.150677038,7.69709996,7.3986195,6.539566833,5.804361477,4.343449328,3.54258568,3.59028268,3.006057547,3.974178096,3.756148142,3.501397266,3.41374158,3.27151858,3.585664902,4.804805458,5.917043209,..
Military expenditure (% of GDP),Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.642250101,1.531794498,2.586361821,3.458615927,2.988273153,3.112267278,2.66756189,2.599416244,2.878901155,2.346375974,2.726257666,2.866285914,2.848509992,3.077725096,3.168714263,3.057836737,2.904912393,3.17607986,3.845816999,3.398730931,3.20738181,3.196219027,3.375892826,3.451652933,3.151339854,..
Military expenditure (% of GDP),Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.070084235,8.107255743,7.521664793,5.880487513,4.1867336,3.838815192,2.605123174,1.057660388,0.793349472,0.717115235,0.650379556,0.54706242,0.485842489,0.437425295,0.38838603,0.351385156,0.298826873,0.239564769,0.215444017,0.217274072,0.199455065,0.189895182,..,..,..,..
Military expenditure (% of GDP),Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.31543428,3.30178487,2.901271701,2.776084834,2.468564486,2.368774104,2.328951857,2.143263389,2.232830505,2.261687449,2.458272314,2.483946072,2.375624764,2.281829645,2.228795046,2.189891531,2.145366312,2.144323766,2.334764913,2.190938857,2.093137418,2.159018167,2.198483272,2.209562329,2.162975536,2.159745061,..
Military expenditure (% of GDP),Latin America & Caribbean,LCN,2.178037515,1.850389835,1.748764154,1.866048355,1.588377811,1.847389555,1.824349927,1.915512955,1.716968796,1.689161651,1.939790079,2.072005372,1.999199615,1.937929659,1.81005547,1.807229837,1.933089413,1.984445942,2.010215236,1.901094776,1.718252888,1.727074146,1.944534859,2.022527024,1.850183063,1.815429758,1.797955735,1.966700743,1.968554117,2.109160564,1.964675218,1.649518258,1.343095387,1.418108438,1.460981299,1.594261845,1.528148459,1.383788614,1.421182212,1.344163053,1.306939617,1.349035884,1.273494941,1.232263273,1.208943996,1.267370574,1.258699894,1.263384585,1.310972513,1.4233503,1.380827769,1.289751217,1.337128247,1.339902783,1.317761589,1.317515721,1.257370082,..
Military expenditure (% of GDP),Latin America & Caribbean (excluding high income),LAC,2.110721651,1.712555493,1.673456951,1.805915564,1.527002868,1.792129597,1.773254575,1.872871435,1.682098411,1.666255972,1.802799533,1.815593035,1.724006139,1.648289008,1.53373239,1.689828568,1.8234326,1.82499463,1.859266227,1.734364993,1.49868481,1.462420565,1.668054073,1.83467479,1.662682671,1.677793458,1.665609678,1.855492278,1.89829699,2.05679729,1.915444856,1.612172605,1.281582669,1.365525246,1.412806051,1.543266472,1.475495088,1.325093449,1.363853772,1.273244204,1.239946659,1.294005393,1.217315294,1.168371802,1.136024368,1.205650244,1.193647796,1.212493874,1.257167868,1.386245892,1.341329262,1.245172953,1.301754933,1.305784437,1.286873999,1.281647738,1.21551405,..
Military expenditure (% of GDP),Latin America & the Caribbean (IDA & IBRD countries),TLA,2.178037515,1.850389835,1.748764154,1.866048355,1.588377811,1.847389555,1.824349927,1.915512955,1.716968796,1.689161651,1.939790079,2.072005372,1.999199615,1.937929659,1.81005547,1.807229837,1.933089413,1.984445942,1.878975877,1.771631658,1.609042909,1.647457511,1.827866483,1.893194949,1.677776164,1.66184401,1.633599944,1.808378353,1.820939628,1.979999677,1.84723352,1.562437463,1.343095387,1.412154327,1.460981299,1.594261845,1.528148459,1.383788614,1.421182212,1.344163053,1.306939617,1.349035884,1.273494941,1.188481397,1.170154285,1.225486947,1.225224074,1.232237136,1.282642451,1.393294953,1.356086615,1.268290916,1.304381031,1.311705453,1.288197309,1.284846733,1.257370082,..
Military expenditure (% of GDP),Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.80565605,0.639144683,0.582114909,0.587847986,0.750940828,0.881715012,1.041538764,1.542208276,1.610024275,1.595658217,1.610621927,1.715018634,1.558072758,1.634414025,1.390055014,1.092659718,1.042715323,0.909273138,0.937393523,0.943765186,1.04809459,1.47592813,..
Military expenditure (% of GDP),Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..,..,1.56689593,1.56661306,1.336178154,1.716627356,1.78336948,1.528714377,1.671802813,1.630806641,1.817092826,1.957020451,2.185599905,2.388780201,3.290862692,3.298137452,3.498406634,3.662139546,4.181876925,3.865400768,2.774666935,2.514552786,3.122924809,2.315350497,2.046912986,1.893232197,2.072931134,2.245956498,3.100726577,2.45043045,2.270043724,2.225372858,2.13257841,2.264366788,2.190968765,2.359380915,2.383358785,2.549667641,2.626448371,2.231671237,2.170957258,2.164145366,2.341333825,2.411690253,2.053143356,1.717047293,..
Military expenditure (% of GDP),Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.186578169,..,7.551951549,5.154888707,7.983998608,6.011461974,6.640833614,6.368134463,5.373543175,4.305154639,4.023098398,4.77062121,5.388162952,5.430901642,4.738154613,4.597853014,4.555239,4.521516936,4.629009678,4.688259109,4.001340802,4.020062506,4.126553121,4.058656606,4.005633462,4.206782066,4.745774516,4.527796095,..,..
Military expenditure (% of GDP),Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.551791277,1.438132064,1.505608283,1.851207532,2.697113954,2.854330709,4.291343396,3.638396116,3.687625468,3.971178348,4.192963041,4.496679225,3.604724686,4.564001618,4.051895892,3.167316258,2.916532777,2.64973027,2.943730779,3.430835283,2.996188627,2.875771645,2.994956647,3.733473596,3.443682922,2.832838754,2.521317746,2.363375543,2.076934297,1.998397114,1.956820733,2.187733696,1.462041734,2.540221898,2.961554548,2.086409022,1.987681793,1.897894393,1.824134309,1.756904838,1.775779431,..
Military expenditure (% of GDP),Liberia,LBR,..,..,..,..,..,1.177698063,1.145384,1.168473587,1.101796217,0.993608977,1.098732063,1.185794706,1.100250477,0.969071627,0.93437792,0.952299656,1.072609459,1.151542041,1.240867079,1.154694836,1.49173142,3.112764164,5.017749057,4.706240134,2.940558409,2.954318715,2.895485231,2.287212171,2.407781951,..,..,7.183908046,10.13422819,18.98379052,29.72768533,..,..,..,..,..,..,..,..,..,0.670318096,1.459090909,0.649803346,0.471701177,0.459625159,0.622691096,0.654290939,0.858742073,0.874618266,0.776342153,0.721857923,0.663544739,0.583460257,..
Military expenditure (% of GDP),Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.078026716,5.297441532,3.206280714,2.836445261,2.403100775,2.210518222,2.082093992,2.076220999,1.45966544,1.117759495,0.946671985,1.262368113,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.454372876,0.503980008,0.747111154,1.229254333,0.970102492,1.216699992,1.36194364,1.271288747,1.121228495,1.195943281,1.16221159,1.163932121,1.112478533,1.130355158,1.081283949,0.878852641,0.791758924,0.766681364,0.764650982,0.879909679,1.135288517,1.487522545,..
Military expenditure (% of GDP),Low & middle income,LMY,..,..,2.230792613,2.494336463,2.49081445,2.788061451,2.652573635,2.745799756,2.884341879,3.026079319,3.074571073,3.069050111,2.942708384,2.660089124,3.059577448,3.700009954,3.78146335,3.705540698,3.505891777,2.992579264,2.788582314,2.991688023,3.075832123,3.182227246,3.064214094,3.145992671,3.173149334,3.120176219,3.000457132,2.841525854,2.639652356,2.347599628,2.54289844,2.351875717,2.294254624,2.237199581,2.148185339,2.131044477,2.001746869,2.067431368,1.984531176,2.078532666,2.14343965,2.09121466,2.032812459,2.002942883,1.96920572,1.934343436,1.955392317,2.144615966,1.966175727,1.877201147,1.918808521,1.953035556,1.967872526,2.010889084,1.997523058,..
Military expenditure (% of GDP),Low income,LIC,..,..,..,..,..,1.518930518,1.461996884,..,1.427548528,1.548039628,1.749558737,1.796945998,1.736567725,1.741501369,2.034005778,1.916927632,2.059045186,2.23289012,2.348687314,2.522403349,2.419010797,2.557312107,2.729401731,2.866876442,2.971559542,2.833061214,2.882660002,2.898510973,3.262766414,3.204303941,3.061288456,2.477833057,2.15331157,2.623243417,2.088956087,1.990272381,2.017274379,2.034057967,2.582073215,2.90492187,2.2969985,2.35061468,2.658194158,1.843248202,1.748007308,1.534819622,1.597351579,1.604879205,1.834199562,1.718566086,1.738535431,1.825887203,1.529804172,1.612681105,1.590405507,1.56478245,1.282371394,..
Military expenditure (% of GDP),Lower middle income,LMC,2.097446781,2.108986164,2.570839272,3.185061263,3.212475622,3.746992324,3.609150318,3.655709536,3.976203874,4.356668031,4.285518705,4.496904435,4.474033073,3.909006274,3.742576128,4.47140685,4.380355449,4.152361167,3.80677985,3.683897211,3.496138526,3.51364246,3.66488125,3.676852053,3.741520414,3.899846328,3.966053726,3.811879025,3.581268225,3.396653749,3.309292971,3.004398363,2.793164901,2.615921513,2.571710033,2.506066409,2.395714915,2.499484105,2.585978653,2.596270529,2.440486741,2.468424831,2.408019802,2.34152585,2.370933065,2.284292651,2.135675906,2.114418444,2.127878873,2.286253645,2.036355974,1.929538468,1.892007897,1.928850249,1.953065172,1.930667054,1.955485206,..
Military expenditure (% of GDP),Luxembourg,LUX,0.74728383,0.823817836,0.957504113,0.88007957,1.027303005,1.033008769,1.024700951,0.844275765,0.701302227,0.633088162,0.550626145,0.57537203,0.595879697,0.570760667,0.553027237,0.702190114,0.719368359,0.731890725,0.750206372,0.741733341,0.841158152,0.882800645,0.869665318,0.878619314,0.841421046,0.804337285,0.772381324,0.849173652,0.882160485,0.731004105,0.730898835,0.752259848,0.766924145,0.655625676,0.687526624,0.658949136,0.649772269,0.679496133,0.708308458,0.633042307,0.602874795,0.753493785,0.649539259,0.67206893,0.676557871,0.65265805,0.582694649,0.562147248,0.423836754,0.434048644,0.515171378,0.428237495,0.419039718,0.418948101,0.420669639,0.477909561,0.50184156,..
Military expenditure (% of GDP),"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),"Macedonia, FYR",MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.960142897,2.237948913,2.206391985,1.80326212,1.850824063,6.100406905,2.645592677,2.341697247,2.380104421,2.029265968,1.836536853,1.950070933,1.742341343,1.688164159,1.38215305,1.262188002,1.225318886,1.169437189,1.084733565,1.049817283,0.972542209,..
