name,code,series_code,series,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Nepal,NPL,gdp_pc,GDP per capita (constant 2010 US$),"267,0736069477","267,9431716242","268,7901100873","269,5219093026","285,0707387415","276,8530681254","291,1129282712","281,2983964657","277,8598080721","284,6545627632","286,2327374832","277,1326774379","279,9279707035","272,7988882212","283,9496803069","281,9151621348","287,9347556088","290,1221437163","296,201315087","296,4468181194","283,0523311221","299,6892334328","303,8770082721","288,052483001","308,7337771761","320,3234811191","327,5607634871","325,8777929657","343,2481841941","349,8907938122","357,2064307538","370,1683266669","375,0648143368","379,0119506684","399,4206242395","403,051716748","414,7009692462","426,1732796003","430,0676649684","440,3804009801","459,1163400019","472,7717925379","465,5452862639","476,4581877316","491,6975137861","502,239427925","513,1274615843","525,0822525999","551,6441032474","570,9307893311","592,183521642","605,6336525595","627,1821221226","645,2510104618","675,7352885075","690,0750330019","685,1185503462",..
Netherlands,NLD,gdp_pc,GDP per capita (constant 2010 US$),"16354,5400310888","16188,541846777","17051,7694330585","17433,1546516885","18624,8969887379","19958,8087612925","20240,0025076957","21068,5824883823","22188,7298327292","23343,461730434","24369,0302570506","25120,5366407266","25746,6015346832","26924,6241945612","27633,0825058317","27388,4141713491","28385,22767886","28928,1338035289","29525,8853594382","29913,3846607343","30075,8526531545","29636,1578477068","29134,5391232451","29625,0536817357","30411,1259906349","31050,6521577972","31739,3964506571","32147,7285553239","33039,8419904143","34293,8921377651","35483,299495835","36063,4708505602","36402,4728942336","36604,233481752","37461,5661613717","38438,5538435132","39626,2926643833","41117,9632906548","42714,5130141436","44574,6884624324","46133,176346003","46758,8767500274","46509,5171375534","46422,024850388","47200,424693034","48107,5854897237","49720,394858048","51447,2595860077","52118,0925554466","49897,2251683257","50338,2548273725","50937,5529376309","50212,9641141358","49969,8502702524","50497,2367986737","51410,4893017426","52267,7317557741",..
New Caledonia,NCL,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"21506,4614530682","21567,9135800904","22127,0857940946","22383,0134803525","23335,2553718406","23319,3426580174","23807,8056396545","24734,009949433","24978,5677277436","25660,8152707831","25680,0715547677","25517,0980573067","25434,0943579753","25238,3072472515","23782,8911976455","23797,5898060174","25032,7043256575","25970,3977923704","26804,8312659699","27341,0756274366","27533,7888850208","27512,4692001892","28861,1177959172","29525,1203253083","30363,3211189094","31233,9109642132","32019,1455497404","32792,1654022348","33494,5805268678","34016,6202858532","34674,0102448102","33996,0772420506","33555,4656671981","33691,3483689734","34194,4455859055","34771,294065037","35350,4437813159","36006,0214992661","36191,4847768161","36521,9592880155",..
Nicaragua,NIC,gdp_pc,GDP per capita (constant 2010 US$),"1527,6707495986","1590,7927353009","1723,945821383","1839,747946366","1984,4066920765","2099,622033866","2105,0362040249","2185,2788323828","2148,9759182362","2214,9512450234","2177,5764904359","2181,7078858322","2162,7063818376","2231,7025915085","2471,0542000197","2392,3710364597","2440,7187297337","2565,2321899399","2293,7198696332","1637,105514204","1663,8307473814","1704,4192483721","1644,8137388952","1675,6191147036","1607,7634428354","1504,7847838776","1455,0235812681","1412,7378562838","1210,203154992","1164,1915876805","1138,0474695526","1111,1488022169","1091,1015515914","1063,4346121688","1076,0425385375","1117,0472731814","1165,5383672502","1190,0348969413","1213,1724254335","1277,5341601187","1309,5255966302","1328,7500881032","1320,3929559236","1335,8169433962","1388,5432613052","1429,2645736781","1464,3505192019","1518,6531990325","1550,5012948685","1480,3765290159","1526,4979380618","1603,3342903814","1687,3586794045","1750,057433033","1812,9947421987","1879,7130209355","1946,3734067701",..
Niger,NER,gdp_pc,GDP per capita (constant 2010 US$),"612,2551916179","622,1838327889","666,6582065939","708,6352977117","689,2669139833","716,0067705466","693,1111873102","674,4323923638","658,0678133062","604,6632877513","605,9097630577","622,7387583786","574,4339492779","463,4881697064","490,292753435","463,3469199806","453,3638824227","474,6850095941","523,2537330613","544,6409341322","517,331793598","505,6964849043","499,2937291938","462,0617176023","373,4268758613","390,8888440048","404,0180521948","392,8794290888","407,9378535058","399,6246438852","382,4859449934","379,7370742661","343,5129623692","336,9447833653","338,5924376032","335,4807477508","334,8455812438","331,896505099","353,4172418258","338,8477128299","322,1498895806","332,7555407021","330,5481643086","335,6682297421","323,969967892","326,3317100691","332,7108759389","330,6332124912","349,0046802228","333,6902929404","348,1515109693","342,859308364","368,9428441919","373,7368746366","386,7257996638","386,9036441069","391,1325854077",..
Nigeria,NGA,gdp_pc,GDP per capita (constant 2010 US$),"1299,9492485506","1276,2852097724","1301,353358262","1383,4825722116","1421,3789381879","1459,2535932398","1367,4882679926","1127,4430341043","1089,1446249731","1322,7571951841","1616,1874324842","1803,9561446586","1821,1820849558","1873,1632242895","2029,4466617229","1871,7578737554","1983,0368916176","2040,263818701","1865,0094401554","1932,5683667278","1957,0987768249","1654,6334224014","1595,1455981603","1476,6653425026","1410,6788246457","1489,4239731366","1324,1151888644","1151,1256067885","1205,8046247965","1250,6827734508","1374,4367614571","1331,6119988263","1304,090283318","1298,4409534109","1277,9929262839","1242,7380469838","1272,7292500552","1276,2408198015","1278,6513153021","1253,047893562","1287,0592556858","1310,5059681451","1326,2429691249","1426,9033068098","1860,0623767613","1875,0296424248","1976,7084688352","2056,8385907947","2128,666631808","2216,4993942447","2327,3206695739","2376,6387729821","2412,8607815488","2475,9480576742","2563,0921240355","2562,5222156164","2455,9185587943",..
North America,NAC,gdp_pc,GDP per capita (constant 2010 US$),"17095,8621094085","17209,8363246193","17991,7441554106","18520,7340647093","19331,8271500963","20307,2510097664","21367,1192945256","21659,1280926351","22470,3163357532","22979,9988558017","23438,4462090596","23920,3968732265","24902,9663347589","26072,2049013043","25789,7222877461","25518,4439768626","26624,3011701123","27535,9445220768","28715,95730391","29324,2516023111","29037,7975091604","29520,6507319747","28633,6450070405","29623,0866593401","31454,7665227454","32512,5922166886","33297,3192751177","34150,9056917945","35259,4312991394","36133,9509531811","36335,9250323235","35751,8746980868","36425,5649288419","36940,7049599602","37989,4898807098","38573,1550361749","39496,9681238194","40773,6544684902","42085,2482531332","43586,397968933","44923,36444131","44948,9159672754","45382,5093501897","46206,9726032618","47479,8025529573","48608,10518158","49432,0942865253","49847,6681587058","49289,298884844","47481,7550628376","48289,700299921","48758,0109802439","49426,495774438","49920,3052177486","50820,5239161879","51796,3077167583","52172,6144225321",..
Northern Mariana Islands,MNP,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"21177,6963699064","21687,1321868638","21573,6309645434","19408,2782743879","18673,1323528986","18056,3172406104","16639,5812638344","14155,5399917153","14681,0230780538","13712,461635713","13803,6360639705","14089,3112890276","14468,9640430851","14919,6400246835","19115,3764753192",..
Norway,NOR,gdp_pc,GDP per capita (constant 2010 US$),"23183,5598319321","24443,0051328252","24929,7253771913","25678,4296773885","26761,903721266","27958,2592758806","28786,1596851936","30332,2400286403","30758,0681771042","31882,7805793501","32267,0796772023","33859,1272456848","35392,3020646333","36738,7310258983","37943,8849620522","39603,7065461184","41714,7332474735","43267,1257736753","44770,0210425353","46568,7273357677","48538,2440171048","49144,6261866468","49079,6904303182","50860,855160908","53787,1773092292","56604,382253573","58682,8270963667","59432,9304691737","58963,1354641758","59329,9163348716","60268,6579400941","61832,412957477","63673,9764919406","65097,0675668618","67999,7327106912","70457,6931024057","73626,1577612754","77097,8925778777","78651,5508844103","79687,5082442976","81709,6629402044","82992,5318600251","83732,9389438835","84008,961695493","86820,3413099937","88494,3643276994","89887,0195170362","91617,279152267","90917,5417553083","88259,9677198309","87770,2668443401","87481,1483489355","88689,4909577404","88538,6976513824","89274,9561404904","90104,0482597666","90288,8224111165",..
Not classified,INX,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,gdp_pc,GDP per capita (constant 2010 US$),"11330,8449443114","11683,3673844499","12200,6205673351","12685,8140149328","13343,7188529182","13905,9050504644","14585,4137927772","15083,6082352656","15854,6535715383","16562,0884553602","16983,7077583267","17425,6450673727","18174,0751963122","19093,1524735138","19085,4170672227","18949,6619564","19686,7299634992","20236,5948556403","20935,1249551159","21570,6765125019","21663,3734824677","21933,1016012617","21812,9982530123","22241,9939895389","23095,654303572","23826,6820644814","24345,1651063279","24995,3599853269","25968,3137897712","26767,954803236","27386,1580677907","27506,7888797827","27814,5226836874","27948,6706606537","28567,3248969695","29113,6000991044","29773,0549298616","30571,4084933052","31198,1026637603","31980,5560354147","33036,298429684","33249,478391569","33531,8969997477","33948,4083150711","34783,8915396392","35478,1262564453","36259,7049400357","36896,730206027","36679,7018283267","35131,4176400112","35903,579273001","36364,550253097","36590,4708177451","36872,1363944561","37384,3443149819","38040,1241455485","38438,3265417853",..
Oman,OMN,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,"2350,4622781807","2407,3357523758","3891,6374519548","6875,53847147","8379,7089035734","9239,145201118","9009,4636168434","9545,335086893","7874,4859258425","8415,4210759848","9995,5845554361","11458,9473187916","10978,1434749506","10009,7151531207","9878,4824653269","9907,3395370257","10967,2388619199","11576,7262650807","12801,786222324","14210,5421119843","15472,9536577871","15148,1959414703","14097,1220708429","14419,3436802949","15531,1276123079","14903,1587676903","15127,1346951134","15659,7802145527","15894,1703922192","15923,713350174","16295,7347960108","16548,9730507851","17445,2272742139","17889,4747080799","17843,0357887836","18698,3997470458","19308,4206132352","18772,8003735174","17881,3147645156","17671,5750521154","17631,9396938635","18063,2519297007","18302,3193271216","19112,1970550978","19408,6340238052","19280,7473537557","17914,0282093055","18300,3290085588","17830,345853032","17132,0888064421","17070,9583991986",..,..
Other small states,OSS,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"8057,891895104","8256,2360333802","8473,8313621773","8670,8846075074","9271,5095637087","9584,5728299664","10359,5980841697","11113,6892134262","11624,1109234459","11552,0077120293","12214,6056953814","12834,2452324198","12999,4692153649","13119,3001151947","13255,6566862372","13300,2792099955","13303,16110929",..
Pacific island small states,PSS,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2563,5578755052","2437,4437211315","2366,0042177806","2475,0603355802","2372,1948855198","2480,7400499299","2353,4620123465","2344,5520774591","2428,7867830127","2495,035449749","2457,7870530229","2530,3399556637","2544,3980961227","2624,3799546135","2687,3684493068","2733,4366271856","2666,1662708364","2685,533455799","2771,7021956747","2721,4138636949","2721,6132260922","2747,9670880757","2771,9237371914","2851,3220722774","2879,7677013992","2912,9771752569","2911,0215264462","2928,088348759","2846,9291288883","2892,6515107847","2970,8219343113","2986,3885533136","3030,6246238056","3109,2320739112","3175,4142013829","3200,5550621294",..
Pakistan,PAK,gdp_pc,GDP per capita (constant 2010 US$),"304,7106880029","315,3937503613","321,5984213933","340,9316661062","357,5428215506","384,7543324719","396,5351301802","407,033286806","424,9650605395","436,4766759224","473,0774125754","462,581075545","453,7905643593","472,5862305874","475,6537728284","481,4574611068","491,3813582043","495,42293218","518,8517309331","521,4487438129","556,3106202082","580,816735082","598,4031238117","617,8500188036","627,8199622968","653,5798208272","667,4975846993","688,2218727057","717,9459813707","731,1207260955","741,8014498333","757,8688632611","794,6209856294","787,7941116724","796,6305686865","815,3359379465","833,7471026281","821,6618180333","822,4430367498","832,6977922473","848,631783053","846,6423730509","855,4985498359","878,4415196629","923,923303987","974,5372982676","1013,7653721823","1041,2893827158","1037,5751370942","1045,2079288187","1040,1422678764","1046,4935453695","1060,5013703754","1083,9670071884","1111,1959616682","1140,2062714905","1178,7981111199",..
Palau,PLW,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"11776,0792850295","10731,1422365827","9153,2078367431","9550,2309064402","10316,8074662626","11107,7650332883","11092,3768846473","11069,2932784187","10274,6502396269","9852,6289694232","10146,5887765776","10717,593066345","9986,3711490324","10649,7755909604","10734,6181388712","10396,3637414051","10337,1900373412","9685,2147693163","8750,1167067636","8956,2823644358","9353,9886830117","9639,9121767705","9368,2174653532","9796,8704318849","10811,074223787","10909,9048910255",..
Panama,PAN,gdp_pc,GDP per capita (constant 2010 US$),"2119,3823768793","2282,2370229183","2397,795831011","2525,963828161","2560,5067320353","2713,5134496334","2834,7554706726","2988,9097472758","3106,3963023101","3273,2014907326","3402,3188761369","3624,9484191069","3685,6311570701","3776,647922353","3764,6896810548","3729,0710309485","3693,2682264566","3639,3367714878","3896,8653989106","3973,9540459649","4386,7454115139","4678,3418316165","4815,0124855643","4494,5192862647","4513,2050540087","4631,9688980983","4692,9799901139","4509,1788427479","3822,9360019814","3801,0216469428","4023,2004852589","4311,1224725397","4569,0286278582","4720,0440630052","4755,9338652038","4741,1287143886","4834,6491128434","5043,1404913628","5304,8540231416","5403,4326090965","5441,8212882322","5367,9625259526","5383,8020113315","5505,4857907032","5810,3163779531","6114,2212054456","6522,9181297661","7173,704151482","7653,0747473895","7638,2910405939","7937,2599309073","8719,9738630952","9360,33625598","9810,0109453047","10229,2269017896","10642,3020457891","10982,3730512324",..
