name,code,series_code,series,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Least developed countries: UN classification,LDC,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"521,0540089171","516,5898705773","512,2467843522","506,55222714","510,5037816135","520,1811731597","519,3813867508","516,8837347859","505,5452538521","498,5781835642","485,9100007199","467,9062180561","464,9685120537","477,3489641871","492,23646081","503,8533034714","512,0644791794","520,5215905456","529,2633944928","543,4064486676","546,8030319339","563,4454468399","585,9311453787","619,4653753909","655,515440343","700,6082169328","735,3115374957","753,5968422996","779,8547813355","791,456565195","807,3978985383","836,1819443224","862,0186931415","874,585133086","889,2018006254",..
Lebanon,LBN,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"5885,1881186086","3376,7117928323","4230,9122441404","5742,1108659723","5852,9277414512","6091,9816267895","6416,3265245524","6703,2302256379","6961,331743917","6754,3911426888","6949,2338862122","6824,1831580039","6747,6331796716","6749,1522646759","6656,7417010528","6539,6572703637","6636,3031497697","6606,2920001432","6592,5440798439","7157,5507813442","7859,9442031608","8501,1085156656","8858,2839774387","8450,1074666478","8107,4441734323","7753,879645521","7447,3643439505","7189,633711099","7143,9590954069",..
Lesotho,LSO,gdp_pc,GDP per capita (constant 2010 US$),"257,2167388305","257,5163962044","291,7099523634","316,7588084582","336,4644219648","337,1472476379","329,2383333555","357,9084208264","349,4089246425","347,6203665856","347,9559526582","358,3255552982","350,3275439916","433,6077750986","470,676370125","397,5973047337","430,6417410331","511,0973369155","588,8819793475","590,1138365012","559,2610582067","549,075738234","559,5342603524","557,2584855384","575,1458462847","578,1404843304","594,0605088896","588,353760257","628,7409624824","654,3057365093","681,7851878797","715,6388625587","750,4519182316","761,6052538497","792,2867524516","804,8390878702","837,5635585531","857,4627483699","860,7373094868","855,8480550795","880,3716787717","903,3847773839","902,0998351314","935,4712235914","943,613180275","968,399911688","1001,0870676494","1040,6675734552","1101,0044171238","1113,9848131109","1169,2678417867","1235,6627761241","1293,633414895","1300,4061539873","1323,2377324546","1338,5353744768","1352,4767090328",..
Liberia,LBR,gdp_pc,GDP per capita (constant 2010 US$),"1273,4840957972","1276,4453705451","1265,432693661","1265,6569473223","1301,0205793754","1332,2379155909","1401,4766869897","1460,5770202913","1493,2383661937","1562,4500814603","1624,3318797385","1659,8627566896","1682,8630876216","1600,4142746018","1630,0613653908","1528,9197626855","1564,5879614492","1544,9151003212","1572,9092998424","1574,80631125","1461,1311790669","1379,4026198018","1296,5660412648","1228,9899547545","1171,7876554748","1144,1710423724","1120,2246743005","1114,47606684","1104,7959919091","822,9216383732","409,5669181294","357,6082209063","236,4469978307","160,2588220478","124,595577063","115,7941355863","122,8561104681","235,451340671","283,4317063612","321,9045543237","392,4902074749","389,5484378556","394,7398853755","271,0221420258","272,8551567426","279,7962342871","292,0377422623","307,3996185952","315,8760863068","319,6557364093","327,4205097356","343,6464003155","361,2325073924","383,0794396501","376,588857334","367,4759784622","352,6460784493",..
Libya,LBY,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"8782,8262466933","8967,247452806","8671,8364541669","8453,5847161926","9403,4536473446","9670,0845482114","10653,7843994307","11175,1298703495","11707,9853966875","11856,0205416973","11631,7190077153","12120,5621692062","4578,5318147555",..,..,..,..,..,..
Liechtenstein,LIE,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"141165,082856705",..,..,..,..,..,..,..
Lithuania,LTU,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"5322,4195254443","5639,2368882017","6152,1369876222","6659,5980950334","6630,9145655744","6933,5878691093","7447,0774529477","8014,6369089392","8931,5195350737","9624,0137332887","10537,9103730548","11500,5291506331","12928,2599422279","13405,1882370579","11546,8222513116","11984,8685698823","12999,4267391649","13679,1490041819","14301,7297553804","14935,5350183879","15383,4626350521","15945,5234844081",..
Low & middle income,LMY,gdp_pc,GDP per capita (constant 2010 US$),"975,2565237838","983,671373731","1003,7062969732","1026,9733732258","1079,4868252183","1113,6781687844","1134,6056924098","1148,8694247332","1195,746892402","1256,6243404133","1324,8781708723","1374,7320682793","1428,7991611233","1499,1358333057","1554,8334249882","1587,0425441263","1659,3159859648","1698,2960814452","1715,9055624754","1750,5096072099","1792,0256297601","1785,2317313367","1792,2687244861","1778,3027112333","1819,972236028","1861,1915517546","1895,4775969538","1938,013307083","1968,9473692442","1984,826868933","1987,8860822132","1974,5641952056","1954,7274273137","1973,8967587081","1988,078802168","2026,5037385507","2089,8379076405","2157,1360176051","2164,6225409273","2200,4129743778","2289,6688014601","2334,9180845047","2397,7973819299","2493,9233485011","2658,6522034024","2808,525855627","2994,5576564215","3213,8355468576","3350,8319946602","3382,8901511787","3588,0941240885","3757,5330114579","3891,0132573408","4038,1263473158","4163,2223749747","4267,4143515026","4383,4071828825",..
Low income,LIC,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"476,4792752989","469,3265703551","465,1170676169","465,6901009711","469,8301376659","472,0014692929","476,4031295059","471,2076476454","460,4781790437","449,5744340439","421,1044963914","408,7041228533","403,803325202","407,8154504668","420,4894678164","423,4251503747","425,0663024153","426,8042561332","422,8326241967","430,30037515","427,3647391627","428,0656334972","439,6839668534","453,6071518764","463,6953238648","480,0844745281","490,629167876","503,557675089","522,0282830516","537,5838301761","543,6843209782","560,6503460547","579,0634699567","590,1403481945","598,5903277358",..
Lower middle income,LMC,gdp_pc,GDP per capita (constant 2010 US$),"565,8352590861","573,4277887667","580,981272385","595,9004686268","617,3737386748","614,4259804315","606,9306479707","604,2726328436","618,1893984291","650,5116744729","686,8858198225","704,3454589006","703,8339000986","721,9939558553","743,6206051164","757,0502344692","783,5828376962","817,5411071447","831,6468637186","829,1440280924","856,1520820277","859,5549153811","863,018431672","871,9170729297","876,5859640357","888,5563093067","893,5289640336","896,6764644425","928,6557038172","952,7330394783","965,2023366825","955,2489326932","955,6689829505","952,9302827135","962,6269126664","989,2475076655","1027,5600136716","1048,1441761485","1034,7356906532","1061,8871287659","1088,9430729927","1116,4106507885","1138,3513850603","1190,3243777742","1269,9307282881","1333,9183881159","1412,1811037709","1500,0994144168","1550,0622361185","1601,1353741857","1692,0270154988","1755,4189542013","1817,2013194659","1889,2825558528","1966,9918650885","2043,825242555","2117,2090638962",..
Luxembourg,LUX,gdp_pc,GDP per capita (constant 2010 US$),"27085,591034599","27867,7813926412","27902,5261750005","28563,7962994926","30467,4525053972","29901,4154996991","30015,244266117","29981,5239513973","31156,3929231969","34096,0649150147","35457,2357263496","36057,4545649601","37973,1601384384","40677,8999706537","41842,2230973305","38667,8731800886","39452,0962191387","40001,8770952766","41557,3052955045","42432,5617878676","42637,318543117","42277,6013648631","42720,7950511756","43986,0798933195","46659,4879243767","47869,4833743857","52413,050754269","54131,9196013879","58288,7672145164","63380,4728401178","65921,9101702064","70667,2383696508","71003,6691215861","72999,737639745","74763,8711649338","74776,8054689525","74790,0675957683","78075,530561911","81771,4409779514","87516,4451246196","93462,9248464056","94695,3392381768","97287,5972796707","97678,4605355307","99778,4687902506","101380,774586459","104943,440343903","111968,349480982","108577,352288198","101939,613397919","104965,306078267","105264,748445355","102404,611908171","103721,747011941","107152,908941893","107648,608007826","108600,934880422",..
"Macao SAR, China",MAC,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"16448,8382886037","17419,4345867908","18129,3881040168","17515,8343629199","17923,9918518951","19648,6323902653","20351,3454209216","20602,1524374633","21532,300213223","21700,2040796667","23996,3811004586","24703,330614659","25235,067708427","25544,5547244556","24928,2335325849","24363,6147203356","22780,5746327078","21777,4572053406","22524,4368729561","22640,5699720586","24072,0284882643","26220,1356278002","32438,3186201506","34246,079189694","37959,0963874516","42537,7274450567","43081,3772607057","42739,3759736194","52374,7944457228","62279,490715389","66449,1230410897","72183,5834497536","69749,1027836703","53580,4495991286","52144,0364222584",..
"Macedonia, FYR",MKD,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3853,9219129671","3621,4134853042","3391,5604600457","3145,5606898477","3093,8820979506","3057,0042264058","3083,6069903217","3112,1231336496","3197,3532392162","3315,7566079214","3448,8344524199","3329,9208262023","3369,6320480662","3436,9676047855","3591,2933264313","3755,0365918725","3942,4361335793","4192,9484874595","4418,2674285738","4398,7738048357","4542,9041044918","4645,5150023104","4620,6373165882","4751,9014106374","4920,2160625919","5104,7773884409","5222,826746651",..
Madagascar,MDG,gdp_pc,GDP per capita (constant 2010 US$),"716,0817711593","713,3773827846","712,0040564818","688,1816964494","697,7916656018","677,291224192","673,8274680596","692,9413433637","721,1514332686","728,4218709315","746,5219734798","755,0127203306","725,1483769447","686,7821626541","681,1904055806","670,5718338896","631,8126623502","628,5777785122","594,5950291901","634,7233377932","621,7154766349","545,4720135039","520,3559145133","510,12592669","504,1502908154","495,6554464188","491,2758752722","483,2625979774","485,8105986195","491,4355261089","492,3989088327","448,0355092518","440,1372104672","436,1016674063","422,7461607591","416,9383207855","412,808337481","414,7742537129","417,6666760212","423,5761411621","430,1089962692","442,1358235385","374,4890908074","398,9019785553","407,5174620527","413,8674949177","422,141167051","435,7172451574","453,6365642181","423,3057407991","412,7309341377","407,3272818635","408,3421255543","406,3749931709","408,6610330723","410,1941591712","416,0027172376",..
Malawi,MWI,gdp_pc,GDP per capita (constant 2010 US$),"241,1860850907","253,8983448556","249,8939823399","240,8379559717","241,5514648954","268,0012146974","296,2496893601","310,0747658589","296,5522149173","306,0290775438","299,5285481002","338,9072597922","350,327467194","348,5378226767","363,0670008502","374,1336342225","381,172481475","387,6367023314","412,2756822405","417,4953589401","407,1716578688","375,6070590549","375,6953800749","379,3180091806","386,0562022271","386,0580571775","364,3034984132","347,6651336634","337,2458490596","324,5788882459","330,5911201646","351,8616433314","323,0917725859","353,4557118183","315,9296239496","364,6085056682","383,5178872588","387,6306400201","390,5824919132","390,0893666956","384,6801697317","355,5508487192","352,0284510751","362,3719363682","371,7873703191","373,2321249511","379,4386080202","403,4945968186","421,2261448355","442,5572847152","458,8681744277","466,9633421573","461,8873418044","471,8404662883","484,3686248828","483,6288110264","481,4519367044",..
Malaysia,MYS,gdp_pc,GDP per capita (constant 2010 US$),"1408,6459893394","1468,6201782761","1513,5931824702","1573,7517269843","1607,9408857968","1681,9622916989","1764,6422982222","1785,9708035911","1881,3332313804","1926,2721221493","1993,449571016","2058,9059245005","2199,9836889316","2400,7824896455","2539,2681371486","2498,3538205957","2718,7399002954","2855,9450584833","2968,7434270319","3164,9856921365","3317,3121099107","3463,3337651011","3583,6926532798","3718,2670551172","3908,4932186019","3763,7176255856","3701,2450665232","3787,3753683323","4040,8829056617","4279,1649271835","4534,7951675006","4835,9919206942","5131,831203131","5500,1169703287","5858,9481063924","6275,1157565462","6729,5239404062","7040,7904714552","6360,9493312073","6589,6037488628","7009,6017399355","6893,2805132721","7114,8167410413","7377,3081937676","7725,8450204192","7983,8914936947","8273,6619894265","8889,6841917541","9020,3997025454","8635,116721824","9071,356986721","9377,1875667455","9708,9369943413","9981,1545797806","10398,2269045467","10745,0454732509","11031,8215581749",..
Maldives,MDV,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"5478,8495103513","5630,8411834776","6282,2318516515","6485,0241870385","5484,9502687319","6736,8132602021","7068,6517686925","7537,6368436955","6806,405054638","7100,4059093181","7490,445222571","7458,8600566359","7776,5439453426","8124,7077637256","8105,540251673","8416,9447598135",..
Mali,MLI,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,"340,6941607373","348,766695544","344,766763472","360,5346502855","363,9551184653","378,7748283786","366,7761119172","354,807745218","389,0934230684","434,4281214292","454,0498605369","439,6181722973","476,5791332063","447,3747304849","445,0742004828","403,6775286707","402,523438789","393,5468202817","465,0296506813","470,1508969789","462,9442985749","490,2892416674","502,8532590895","481,254851923","526,1363527252","496,813828954","499,2204120774","504,3585379081","495,6981859924","517,0869607348","528,2682745973","553,66507417","569,7042061458","553,5780113795","620,2847837165","620,5583099866","656,4918881315","645,9229791706","666,2576230414","674,7401264993","675,4092087035","684,4944184466","693,546068446","708,3707632474","709,3993798067","683,0015973672","678,7562805841","705,788472692","726,2480670307","745,8707245136",..
Malta,MLT,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,"3742,8082839991","3834,0231514603","4061,2201239546","4233,1029404675","4661,1007259515","5532,0393642478","6440,5746234169","7197,1543264038","7917,5938621124","8659,9864794496","9173,7878056976","9408,1648236831","9418,8747716498","9230,1756288089","9315,2134826234","9389,6282539501","9592,8006262298","9918,5783327391","10665,2248047161","11425,7952120037","12026,4033042837","12439,0323766971","12888,8838287686","13332,575437453","13954,885988878","14736,8776237922","15193,4620113725","15871,6084604188","16577,0327879946","17256,851592428","18306,665059282","18280,2135257269","18685,6556885791","19035,3611499787","18991,7828034799","19585,1242660293","19870,7522043411","20590,9521864608","21142,0208113957","20466,5636022539","21087,7946931036","21296,2576460851","21685,290378225","22471,6429310683","24080,231104304","25511,4659142924","26577,6563847686",..
Marshall Islands,MHL,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2232,4124263551","2239,3664389157","2470,851773737","2449,221176631","2189,8317821497","2600,3504167682","2712,3520655426","2796,8882726354","2644,487739609","2630,0679936747","2568,4638864035","2701,5479144711","2825,4712793524","2960,372057969","3175,8841221167","2827,2825419994","2630,1549375611","2543,8812812622","2475,5584584128","2617,3654318851","2756,475860574","2829,9370079376","2837,0361781191","2842,6901156331","2926,6352694845","2967,3712327336","3072,2937626547","3017,0710719868","2961,9270858165","3146,7639484979","3177,6385836412","3279,9635997242","3365,4654170875","3333,3610463618","3315,1929350071","3373,9455377308",..
Mauritania,MRT,gdp_pc,GDP per capita (constant 2010 US$),"791,0853499694","888,0158532554","868,9350366069","827,2733782388","1025,9570587393","1157,1655288424","1126,3385562685","1132,8120535408","1212,2635461763","1191,9726148415","1296,3616535581","1282,2546187957","1236,2923411683","1145,8065307259","1248,4113514166","1150,5349529322","1213,358334189","1156,835289634","1118,4330068994","1138,8347322556","1143,8599968585","1149,7116298346","1090,8990278203","1099,5948932307","1034,2349001873","1035,6397516548","1064,7266231054","1055,3722366568","1044,4860903004","1065,0187381754","1018,2705203941","1009,1087665454","1001,0207561618","1031,7071011952","972,8807544081","1038,2641197534","1066,5193674945","992,5955313455","989,103322251","1033,13925935","998,1069679539","988,4702483128","966,4729276495","995,1946505463","1022,750370375","1083,1952744126","1251,6301637421","1251,1543769927","1229,454386854","1182,3783701693","1203,3836625243","1223,3446012528","1256,2019697119","1293,5554855185","1326,1586546114","1306,6496292386","1296,0074576187",..
Mauritius,MUS,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2343,4125202979","2456,5485267317","2517,5379494422","2561,1037338697","2264,914004488","2362,8665492705","2462,4684697324","2449,2900742224","2537,6903999877","2692,0803446425","2931,8433977471","3168,7207002205","3360,7045885428","3483,9782855359","3707,85678044","3830,7413227819","4026,8923036784","4181,671063037","4294,0881206781","4439,862812981","4640,2530254172","4843,1442452477","5083,4233388595","5150,2499092369","5560,2346487762","5658,4496915812","5738,0559744795","5905,0012133722","6205,2531964581","6245,1969573302","6746,8866225544","7100,8618232972","7456,3692457235","7683,1249246964","8000,3764318216","8313,2712539312","8580,0856492483","8848,8870320082","9163,6333542701","9468,9407005017","9822,0081340235",..
Mexico,MEX,gdp_pc,GDP per capita (constant 2010 US$),"3686,395013194","3750,8408974178","3804,547521876","3986,4409860839","4324,4858450461","4490,4944921517","4620,520493971","4744,7419419311","5036,3741623111","5050,5612067122","5212,9016847473","5238,9807577266","5490,2659933088","5735,5204045858","5881,2564412385","6036,8187135977","6127,2055532326","6165,4114020354","6545,3676020125","7003,0351184305","7467,5381212755","7935,986019553","7711,2393206076","7228,9388689014","7333,3534286516","7369,8663120528","6951,8163670894","6942,8260361207","6893,9163520582","7044,8245766643","7257,9310817491","7415,5060103238","7532,6077856085","7685,217402565","7896,1205975457","7307,1769782505","7603,7089813639","7999,8579421052","8245,4939251454","8340,5638575","8659,7972535206","8494,8388508808","8401,0158669082","8416,9042657497","8667,2885553287","8808,5635649115","9108,0654495747","9253,3177155919","9232,1973160739","8657,8360287119","8959,5814158753","9183,3280777551","9414,9060779425","9409,9653706125","9492,9908888445","9615,3122286953","9707,9080050833",..
"Micronesia, Fed. Sts.",FSM,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2320,5827945014","2294,3702874762","2301,6887260992","2330,4239635156","2361,3865042226","2473,4060794751","2506,2313304729","2644,5156369438","2577,7264075869","2721,8623149182","2617,9896674434","2455,6082009246","2534,3555944852","2579,4816812023","2706,8295420642","2760,9849439996","2782,2732581168","2840,8739441068","2758,1042544116","2824,9304081508","2834,9056310084","2795,3017417296","2749,0066046615","2795,2263918961","2861,7713480544","2961,787228195","2901,8814681104","2784,5579143329","2716,3226262763","2838,8696648672","2823,4335265075",..
Middle East & North Africa,MEA,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,"3309,6189819741","3576,2869501658","4158,134798815","4501,3357234979","5092,9455076227","5521,9777585621","5901,4805494686","5642,8515454971","6332,9486278613","6407,8298241741","5960,5574305711","6046,3670180485","5926,5897194284","5805,9648634479","5461,0073456213","5174,1377501","4961,9426306931","4774,0581134551","4669,6183880337","4522,8608139972","4519,1103155422","4508,5369472408","4925,4342333456","5002,6439802917","5152,7631596711","5151,9190777664","5175,211676031","5188,4783503546","5330,0150148407","5404,7633011266","5534,7080614163","5535,4733929672","5740,1241573727","5716,6112344788","5708,9147719532","5907,881307181","6260,8831876961","6447,5833535702","6693,91374158","6890,9241377396","7046,8272414091","6932,1109866521","7127,0714145791","7231,6040961785","7277,4257893575","7352,5250890208","7445,6094979894","7497,9786309663","7724,7332839331",..
Middle East & North Africa (excluding high income),MNA,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,"1880,1422094906","1951,0417305746","2071,7900248993","2257,4708743054","2463,7645634049","2620,753768704","2763,9820185703","3061,6478764951","3159,7539625848","3271,4956149591","3258,2780101307","3680,5416850602","3593,9573568521","3314,0386042965","3109,0684702719","2789,1567612673","2664,1883050794","2939,6730486221","3021,6323501758","2895,0164918008","2899,6193861828","2731,5140373899","2686,0035259461","2583,1617862826","2571,6467659072","2803,8612720629","2697,2319130391","2758,0903579842","2741,1311791133","2722,1780587101","2736,0342213936","2852,0848970395","2895,3456338809","3026,0519232079","3110,9486687147","3184,7684696969","3216,6974028556","3275,2531369144","3307,8348117553","3510,6809894541","3606,3789386762","3737,47533172","3895,0019882689","3960,9777894775","3988,832907403","4122,8118609187","4010,2093373646","3942,6189460776","3959,3080551141","4012,4795687902","3996,9489233522","4226,6596014211",..
Middle East & North Africa (IDA & IBRD countries),TMN,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,"1867,884435019","1938,3217196108","2058,2827833994","2242,7530680067","2447,701804845","2603,6675033778","2745,9619623978","3041,6871581026","3139,1536317888","3250,1667733265","3237,0353419898","3656,5460268163","3570,5261937632","3292,432399406","3088,7985885932","2770,9725758515","2646,8188639655","2920,5075572734","3001,9325169943","2876,1421433238","2880,7150286773","2713,7056594559","2668,4918583261","2566,3206056314","2554,8806585787","2809,9723069797","2703,5928413232","2765,1340320941","2748,7083507761","2730,308569378","2743,9552733783","2862,1062278294","2903,9679027165","3033,4581952228","3117,8665177701","3195,4286648901","3230,5630811375","3293,0098125845","3324,0453549523","3527,7268646013","3622,8443049798","3757,0886783252","3915,6631261845","3981,8735344675","4008,8688793955","4143,28874205","4026,9773015029","3957,7263058778","3975,0413252811","4030,0828431048","4014,3955057002","4246,8514036023",..
Middle income,MIC,gdp_pc,GDP per capita (constant 2010 US$),"1015,0733903049","1025,6752600732","1045,4908472629","1070,0726853133","1126,7033995479","1163,255816161","1185,086054514","1200,59950118","1250,6044577943","1314,9833558364","1387,5628800294","1440,5510377965","1498,7565142529","1574,5470218848","1634,0071612733","1669,8707344784","1748,3148568125","1791,0597258012","1811,3347831148","1848,8855888374","1894,0563221437","1886,9884862496","1895,3615239843","1881,2222854791","1926,9251537039","1971,877412551","2009,1608169785","2055,5871757222","2089,4438172906","2107,9881995133","2113,1260837598","2100,8519108619","2082,8970601665","2106,1338951437","2123,5578798196","2166,6600306667","2236,2229538455","2310,9127805667","2320,8773910337","2361,7835821669","2461,634383128","2512,9865910057","2584,700411174","2692,8207448662","2875,5382636588","3042,2610669912","3249,5437768572","3493,4679213394","3647,9491190356","3686,7616521706","3916,7562490728","4108,1778884304","4261,314033784","4428,9821019221","4572,5333462365","4694,0332682284","4829,4057681371",..
Moldova,MDA,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1086,9360332874","1025,1065855706","1045,8516582272","977,8249955113","946,3741874012","968,2881766811","1029,6537646372","1112,5401927953","1189,3121737821","1280,485916388","1379,8756174664","1450,1343149964","1497,1038258143","1616,9527900326","1521,8555708596","1631,5358317953","1743,4880767005","1731,5107975846","1894,7801090657","1986,940620025","1980,2674123697","2062,708500582",..
Monaco,MCO,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"144246,368774966",..,..,..,..,..,..,..
Mongolia,MNG,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1440,6245705781","1521,9511945913","1570,5545932508","1621,1734184752","1668,4973897716","1774,6602455578","1784,5397447008","1825,0958414596","1855,799568444","1761,2173863106","1583,6179947454","1420,6436117653","1363,6534677391","1382,1959280121","1459,1062836615","1479,787849838","1524,8601041657","1562,4805565402","1596,5117098575","1600,4794839909","1632,5246747809","1693,0811375535","1792,8731680356","1961,4918929587","2079,1123704072","2229,154534998","2425,6818400291","2604,928915478","2533,1757369829","2650,3536483044","3053,6122679329","3365,5719752981","3685,7478453309","3901,866604449","3923,6284691654","3906,1158746705",..
Montenegro,MNE,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"5014,1071946275","5275,8810668451","4793,0498310146","4950,2195195093","4984,5754821358","5058,9678286149","5164,7854443208","5382,4890729854","5599,8865174715","6072,0341727395","6709,9120983608","6932,072357702","6516,3573711564","6682,2811577458","6890,7730610312","6697,4463811201","6928,3745262775","7045,1179242456","7279,8870535789","7492,8615995037",..
Morocco,MAR,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,"815,5008586538","875,5311257643","939,6987299664","995,3668250542","1019,5518768125","1053,8886552374","1057,3682080729","1072,5473584883","1108,759352258","1166,4491707157","1263,0642411788","1308,0117565363","1304,9786363547","1334,2516910355","1349,2078517459","1293,4972195439","1375,2847203935","1361,1661525927","1415,0494344476","1466,7240435183","1568,6840278425","1531,8654768219","1680,3499862373","1695,4298499261","1720,7804867065","1811,4016176536","1741,9208883593","1699,4036624962","1848,783237361","1722,1933062897","1907,7864465696","1853,0128545593","1962,0342398271","1958,953786043","1972,3002866719","2091,2345159382","2130,7339178099","2230,9047526646","2310,3384490045","2358,4435788845","2507,6746581872","2566,2167005417","2686,2282974284","2765,8561538628","2834,2047198969","2942,0388166356","2987,3159196386","3077,3150051241","3113,7994145608","3209,7147129153","3204,864652545",..
Mozambique,MOZ,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"190,4794724444","195,3097044247","177,7866160179","146,9321535976","135,2859407148","135,2641895573","131,6463809806","151,155232669","163,7802378962","173,6638597225","172,9108663371","176,788567559","161,8338159027","169,2182342828","172,7925617987","170,5817089078","209,8616570031","226,3039233164","246,7100988611","259,2318253476","256,5393797362","281,067691329","296,9834863428","307,0340734057","321,3028803619","339,1322441737","361,7450376161","377,3832719123","391,7101472881","404,5950201079","419,2258149427","436,1431815462","454,1068239676","472,5906370388","493,2522360566","510,7920795661","515,3872816546",..
Myanmar,MMR,gdp_pc,GDP per capita (constant 2010 US$),"158,8301076584","156,2152475435","159,1839605577","176,6119431224","162,5986514347","175,9573876817","163,5534570901","150,2213569975","164,2936678624","165,6120777583","169,6882620778","172,4886015045","172,5080859203","166,8170652426","171,610073855","174,5616894361","180,8788234661","187,2375899507","194,8865007877","200,3607491049","211,3680279237","219,735536164","226,8739083451","231,6609639158","237,9493339195","239,7796797224","232,6501833314","219,1968267665","190,9118549344","194,7373963694","197,2098451084","193,24446639","209,2652101394","219,2838830206","232,9093984472","246,064270654","258,5950686298","269,6495273179","281,7317042614","308,5901093435","346,7746454071","381,7030096214","422,9583996876","476,6124381216","536,2101036056","603,8320887064","677,7036471255","753,9518936584","826,0946985269","907,3623858487","987,7365832022","1034,772359951","1101,2061654106","1183,2792352406","1266,1240910459","1342,2630643321","1408,1406600178",..
Namibia,NAM,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"4357,69082846","4308,1657191566","4201,2357976665","4030,3336581258","3912,042405616","3802,9822126148","3833,0999381502","3802,3964436486","3666,3257612121","3577,4176263394","3509,3562424874","3663,7145408626","3802,632356553","3631,5807383681","3586,9427105691","3617,2900350294","3620,8890612082","3661,051520805","3673,8445993734","3700,5911112498","3746,7131194717","3723,5252967469","3845,057149665","3958,8738626397","4394,4106464982","4454,6347604536","4715,1059655428","4968,6640336932","5036,2546987936","4978,6800018345","5191,5830814145","5351,3697453923","5502,258873274","5679,2786524497","5901,2428865054","6114,0556333651","6045,2170536086",..
Nauru,NRU,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2947,3403937657","3972,8351806101","4325,0498767639","4912,5995583728","5469,1556840563","5890,7709688391","7510,2882526312","9360,6290450809","9143,6687272402","9650,5684528476",..
